,TMDB ID,Title,Release Date,Budget,Revenue,IMDB ID,Rating,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDB Rating,IMDB Votes,Metascore,Rating Dictionary,Type,DVD Release Date,Box Office,Production
36948,261023,Black Mass,2015-09-18,53000000,98837872,,,,,,,,,,,,,,,,,,,,
36949,360796,Summer Forever,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36950,264419,Huevos: Little Rooster's Egg-Cellent Adventure,2015-09-04,5300000,9080818,,,,,,,,,,,,,,,,,,,,
36951,317981,Bloodsucking Bastards,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36952,333344,Dirty Weekend,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36953,362129,Imminent Threat,2015-09-04,500000,0,,,,,,,,,,,,,,,,,,,,
36954,368617,CHIKARA: King of Trios 2015 - Night 1,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36955,623380,Nail 32,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36956,425543,My Aleppo,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36957,390021,Public Enemy - Live From  Metropolis Studios,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36958,361993,Driven,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36959,358524,Hawg,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36960,354624,Heroes of Dirt,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36961,335464,Be Known: The Mystery of Kahil El'Zabar,2015-09-04,0,0,,,,,,,,,,,,,,,,,,,,
36962,339527,Solace,2016-12-16,0,22586863,,,,,,,,,,,,,,,,,,,,
36963,157843,Queen of the Desert,2016-03-01,15000000,0,,,,,,,,,,,,,,,,,,,,
36964,354296,The Guy from Our Cemetery,2015-10-28,0,0,,,,,,,,,,,,,,,,,,,,
36965,287948,The Transporter Refueled,2015-09-04,25000000,72629670,,,,,,,,,,,,,,,,,,,,
36966,341392,Lolo,2016-03-11,0,24134,,,,,,,,,,,,,,,,,,,,
36967,336029,A Tale of Love and Darkness,2016-08-19,4000000,572212,,,,,,,,,,,,,,,,,,,,
36968,524275,Love in Tokyo,2015-09-03,0,0,,,,,,,,,,,,,,,,,,,,
36969,510366,Actual Reality,2015-09-03,0,0,,,,,,,,,,,,,,,,,,,,
36970,394701,A Model Family in a Model Home,2015-09-03,0,0,,,,,,,,,,,,,,,,,,,,
36971,394695,Glass House,2015-09-03,0,0,,,,,,,,,,,,,,,,,,,,
36972,394694,Two Marxists in Hollywood,2015-09-03,0,0,,,,,,,,,,,,,,,,,,,,
36973,357958,Kings Of Cult,2015-09-02,0,0,,,,,,,,,,,,,,,,,,,,
36974,336660,Mediterranea,2015-11-20,0,0,,,,,,,,,,,,,,,,,,,,
36975,330764,The Brand New Testament,2015-12-25,8555500,0,,,,,,,,,,,,,,,,,,,,
36976,232572,A Walk in the Woods,2015-09-02,8000000,35991087,,,,,,,,,,,,,,,,,,,,
36977,298721,Cemetery of Splendour,2016-01-23,980000,0,,,,,,,,,,,,,,,,,,,,
36978,358622,NO-A,2015-09-02,0,0,,,,,,,,,,,,,,,,,,,,
36979,357687,Every Now and Then,2015-09-02,0,0,,,,,,,,,,,,,,,,,,,,
36980,353344,Mature Young Adults,2015-09-02,0,0,,,,,,,,,,,,,,,,,,,,
36981,359371,Run Free: The True Story of Caballo Blanco,2015-09-01,80399,0,,,,,,,,,,,,,,,,,,,,
36982,364814,Building Jerusalem,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36983,353460,The Idol,2016-05-06,0,0,,,,,,,,,,,,,,,,,,,,
36984,354857,Regular Show: The Movie,2015-09-01,3000000,0,,,,,,,,,,,,,,,,,,,,
36985,357450,Star Wars: The New Republic Anthology,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36986,303360,Queen of Carthage,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36987,359732,#Lucky Number,2015-09-01,1000000,0,,,,,,,,,,,,,,,,,,,,
36988,301629,Addicted to Fresno,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36989,448293,Yellow,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36990,335633,How the Sky Will Melt,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36991,273238,Zero Tolerance,2015-12-01,5000000,0,,,,,,,,,,,,,,,,,,,,
36992,361892,Metal Gear Solid Legacy,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36993,290391,"Run, Hide, Die",2015-09-01,50000,0,,,,,,,,,,,,,,,,,,,,
36994,328784,The Lost Tree,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36995,353314,Alienated,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36996,403724,Angel's Bounty,2015-09-01,10000,0,,,,,,,,,,,,,,,,,,,,
36997,343191,Probable Robot,2015-09-01,10000,0,,,,,,,,,,,,,,,,,,,,
36998,624902,"The 25,000 Mile Love Story",2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
36999,610942,F.F.P.,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37000,519768,Clean,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37001,512640,Behind Some Dark Cloud,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37002,510520,Passers By,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37003,510518,Noon,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37004,510517,Etude,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37005,509922,Safe & Sound,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37006,501911,Collapse,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37007,478975,Dracula: Bloodline,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37008,455680,The Sandlot Journey,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37009,442374,Whoosh,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37010,411941,Snarky Puppy: Family Dinner - Volume Two,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37011,410574,Burned,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37012,406792,Joy,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37013,392192,Tiny Town,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37014,373625,The Welder,2015-09-01,1200,0,,,,,,,,,,,,,,,,,,,,
37015,364449,Living the Fantasy,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37016,362827,Leapfrog Letter Factory Adventures: Great Shape Mystery,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37017,361270,Karaseen Falls,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37018,357186,Santanna,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37019,357129,Archiculture,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37020,356160,Good Company Two,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37021,355166,Welcome to Bridgetown,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37022,337351,Tim Hawkins - That's the Worst!,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37023,257489,Chasing Yesterday,2015-09-01,0,0,,,,,,,,,,,,,,,,,,,,
37024,387778,Always,2015-08-31,0,0,,,,,,,,,,,,,,,,,,,,
37025,347754,Curve,2015-10-14,0,0,,,,,,,,,,,,,,,,,,,,
37026,344434,Dead of Night,2015-12-16,0,0,,,,,,,,,,,,,,,,,,,,
37027,506140,The Breeze and Him,2015-08-31,0,0,,,,,,,,,,,,,,,,,,,,
37028,506136,Boy in the Mirror,2015-08-31,0,0,,,,,,,,,,,,,,,,,,,,
37029,506111,Angels We,2015-08-31,0,0,,,,,,,,,,,,,,,,,,,,
37030,506109,Age of Anxiety,2015-08-31,0,0,,,,,,,,,,,,,,,,,,,,
37031,413251,Monster Madness: The Counter Culture To Blockbusters,2015-08-31,0,0,,,,,,,,,,,,,,,,,,,,
37032,368348,What Jack Built,2015-08-30,0,0,,,,,,,,,,,,,,,,,,,,
37033,357525,Stolen from the Suburbs,2015-08-30,3000000,0,,,,,,,,,,,,,,,,,,,,
37034,364723,Little Red and the Rhode Island Strangler,2015-08-30,0,0,,,,,,,,,,,,,,,,,,,,
37035,353367,David Guetta Miami Ultra Music Festival 2015,2015-08-30,0,0,,,,,,,,,,,,,,,,,,,,
37036,527653,The 46ers,2015-08-29,216,0,,,,,,,,,,,,,,,,,,,,
37037,227365,Kiss Me,2015-08-29,0,0,,,,,,,,,,,,,,,,,,,,
37038,356216,The Rise of the Krays,2015-08-29,2500000,0,,,,,,,,,,,,,,,,,,,,
37039,353441,Little Paradise,2015-08-29,200000,0,,,,,,,,,,,,,,,,,,,,
37040,646186,Dime,2015-08-29,0,0,,,,,,,,,,,,,,,,,,,,
37041,410503,Girlfriends Getaway 2,2015-08-29,0,0,,,,,,,,,,,,,,,,,,,,
37042,384844,Two Worlds,2015-08-29,0,0,,,,,,,,,,,,,,,,,,,,
37043,369210,Bed in the Clouds,2015-08-29,0,0,,,,,,,,,,,,,,,,,,,,
37044,323272,War Room,2015-08-28,3000000,67790117,,,,,,,,,,,,,,,,,,,,
37045,321751,A Perfect Day,2016-01-15,0,1702433,,,,,,,,,,,,,,,,,,,,
37046,336882,The Wave,2016-03-04,5904067,12975143,,,,,,,,,,,,,,,,,,,,
37047,323373,Deathgasm,2015-10-02,0,0,,,,,,,,,,,,,,,,,,,,
37048,348898,Marshall's Miracle,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37049,300602,Capture the Flag,2015-12-04,14000000,8306690,,,,,,,,,,,,,,,,,,,,
37050,309503,Zipper,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37051,337085,Estranged,2016-04-29,0,0,,,,,,,,,,,,,,,,,,,,
37052,360220,Janoskians: Untold and Untrue,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37053,353686,Visions,2015-10-27,0,0,,,,,,,,,,,,,,,,,,,,
37054,357530,My Stepdaughter,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37055,323271,Unsullied,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37056,421671,Playmate,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37057,380375,49 Ngày,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37058,368618,CHIKARA: Live at First Energy Stadium '15,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37059,359682,Pups of Liberty: The Dog-claration of Independence,2015-08-28,0,0,,,,,,,,,,,,,,,,,,,,
37060,356694,28 Minute Epic,2015-08-28,4100,0,,,,,,,,,,,,,,,,,,,,
37061,381562,Diary of a Deadbeat: The Story of Jim VanBebber,2015-08-27,0,0,,,,,,,,,,,,,,,,,,,,
37062,253450,The Assassin,2015-10-09,15000000,632542,,,,,,,,,,,,,,,,,,,,
37063,365024,Holy Hell,2015-08-27,0,0,,,,,,,,,,,,,,,,,,,,
37064,431498,Desert Redemption,2015-08-27,0,0,,,,,,,,,,,,,,,,,,,,
37065,411814,The Academy,2015-08-27,0,0,,,,,,,,,,,,,,,,,,,,
37066,387557,Wild Currents,2015-08-26,0,0,,,,,,,,,,,,,,,,,,,,
37067,314402,Dheepan,2016-05-13,0,7704357,,,,,,,,,,,,,,,,,,,,
37068,192141,No Escape,2015-08-26,5000000,54418872,,,,,,,,,,,,,,,,,,,,
37069,301351,We Are Your Friends,2015-08-28,6000000,11122090,,,,,,,,,,,,,,,,,,,,
37070,300542,Queen of Earth,2015-08-26,0,0,,,,,,,,,,,,,,,,,,,,
37071,425030,Bridge 1C,2015-08-26,0,0,,,,,,,,,,,,,,,,,,,,
37072,425029,Bridge 1B,2015-08-26,0,0,,,,,,,,,,,,,,,,,,,,
37073,425027,Bridge 1A,2015-08-26,0,0,,,,,,,,,,,,,,,,,,,,
37074,387556,Landform 1,2015-08-25,0,0,,,,,,,,,,,,,,,,,,,,
37075,379559,Soar,2015-08-25,0,0,,,,,,,,,,,,,,,,,,,,
37076,353595,Lego DC Comics Super Heroes: Justice League – Attack of the Legion of Doom!,2015-08-25,0,0,,,,,,,,,,,,,,,,,,,,
37077,356772,True Law,2015-08-25,0,0,,,,,,,,,,,,,,,,,,,,
37078,356089,Camera Trap,2015-08-25,0,0,,,,,,,,,,,,,,,,,,,,
37079,385408,Gulls at Gibraltar,2015-08-25,0,0,,,,,,,,,,,,,,,,,,,,
37080,348995,She Lives Her Life,2015-08-25,5,0,,,,,,,,,,,,,,,,,,,,
37081,358360,Alone Together,2015-08-24,0,0,,,,,,,,,,,,,,,,,,,,
37082,335696,Survivors,2015-08-24,0,0,,,,,,,,,,,,,,,,,,,,
37083,341077,Tiger House,2015-11-03,0,0,,,,,,,,,,,,,,,,,,,,
37084,356055,In God's Plan,2015-08-24,0,0,,,,,,,,,,,,,,,,,,,,
37085,355937,70 Acres in Chicago: Cabrini Green,2015-08-23,0,0,,,,,,,,,,,,,,,,,,,,
37086,355335,Natasha Leggero: Live at Bimbo's,2015-08-22,0,0,,,,,,,,,,,,,,,,,,,,
37087,355772,ToY,2015-08-22,0,0,,,,,,,,,,,,,,,,,,,,
37088,355177,Tig Notaro: Boyish Girl Interrupted,2015-08-22,0,0,,,,,,,,,,,,,,,,,,,,
37089,355475,Bleeding Black & Yellow: The UltraViolent Dream,2015-08-22,0,0,,,,,,,,,,,,,,,,,,,,
37090,352209,The Unauthorized Full House Story,2015-08-22,0,0,,,,,,,,,,,,,,,,,,,,
37091,402448,"Bullets, Fangs and Dinner at 8",2015-08-22,0,0,,,,,,,,,,,,,,,,,,,,
37092,471905,The Fix,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37093,352327,After Words,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37094,369362,"Chau, Beyond the Lines",2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37095,348296,The Bad Education Movie,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37096,295490,Digging for Fire,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37097,478550,Better Half,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37098,366027,The Loneliest Stoplight,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37099,309919,The Curse of Downers Grove,2015-08-21,2000000,0,,,,,,,,,,,,,,,,,,,,
37100,368005,SongBirth,2015-11-22,0,0,,,,,,,,,,,,,,,,,,,,
37101,355686,Takin' Place,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37102,355621,Adina Howard 20: A Story of Sexual Liberation,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37103,355602,"Searching for Home, Coming Back From War",2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37104,331184,The Park Bench,2015-08-21,0,0,,,,,,,,,,,,,,,,,,,,
37105,249070,Hitman: Agent 47,2015-08-21,35000000,81967450,,,,,,,,,,,,,,,,,,,,
37106,355384,Baby Geniuses and the Space Baby,2015-08-20,0,0,,,,,,,,,,,,,,,,,,,,
37107,395744,Death Loves Life,2015-08-20,0,0,,,,,,,,,,,,,,,,,,,,
37108,347753,Vigilante 2015,2015-08-20,77000,0,,,,,,,,,,,,,,,,,,,,
37109,352250,Those Wrecked By Success,2015-08-19,0,0,,,,,,,,,,,,,,,,,,,,
37110,352114,Quay,2015-08-19,0,0,,,,,,,,,,,,,,,,,,,,
37111,261392,American Ultra,2015-08-21,28000000,27139524,,,,,,,,,,,,,,,,,,,,
37112,333287,Slow Learners,2015-08-19,0,0,,,,,,,,,,,,,,,,,,,,
37113,283445,Sinister 2,2015-08-21,10000000,52882018,,,,,,,,,,,,,,,,,,,,
37114,336197,Amnesia,2017-07-21,0,0,,,,,,,,,,,,,,,,,,,,
37115,393207,Try Again,2015-08-19,0,0,,,,,,,,,,,,,,,,,,,,
37116,355307,Delaney,2015-08-19,0,0,,,,,,,,,,,,,,,,,,,,
37117,355655,Catching Faith,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37118,355173,Nerdgasm,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37119,342917,Batman Unlimited: Monster Mayhem,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37120,355161,Crash Test,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37121,323674,6 Years,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37122,287525,Kantemir,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37123,373035,Between the Lines,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37124,358453,What a Nice Party,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37125,355348,Las Gitanas,2015-08-18,0,0,,,,,,,,,,,,,,,,,,,,
37126,354379,Tashi and the Monk,2015-08-17,0,0,,,,,,,,,,,,,,,,,,,,
37127,446954,Grave Error,2015-08-17,0,0,,,,,,,,,,,,,,,,,,,,
37128,354902,Red Kill Zone,2015-08-17,0,0,,,,,,,,,,,,,,,,,,,,
37129,442928,Revenge Porn,2015-08-17,0,0,,,,,,,,,,,,,,,,,,,,
37130,436804,The Dangle,2015-08-17,0,0,,,,,,,,,,,,,,,,,,,,
37131,423736,Carpe Diem,2015-08-17,0,0,,,,,,,,,,,,,,,,,,,,
37132,394911,Toilet Paper,2015-08-17,0,0,,,,,,,,,,,,,,,,,,,,
37133,348001,The Dark Side Of Disney,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37134,354869,Detective Heart of America: The Final Freedom,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37135,354357,Sorority Murder,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37136,354818,Colin Quinn: Unconstitutional,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37137,225728,Macbeth,2015-12-04,15000000,12601706,,,,,,,,,,,,,,,,,,,,
37138,354980,Love Under the Stars,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37139,526073,The Pegasus Project,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37140,412324,The Adventures of Biffle and Shooster,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37141,361649,Wrestle Donst Wrestle,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37142,355200,Inaudible,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37143,354958,Arts Exit: Saving the Creative Kid,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37144,298246,Flowers in December,2015-08-16,0,0,,,,,,,,,,,,,,,,,,,,
37145,448887,Last Conversation,2015-08-15,200,0,,,,,,,,,,,,,,,,,,,,
37146,367117,Introducing Parker Dowd,2015-08-15,16,0,,,,,,,,,,,,,,,,,,,,
37147,353994,Violet,2015-08-15,0,0,,,,,,,,,,,,,,,,,,,,
37148,353387,Missed Call,2015-08-15,50000,0,,,,,,,,,,,,,,,,,,,,
37149,483294,Before The Border,2015-08-15,0,0,,,,,,,,,,,,,,,,,,,,
37150,452031,Populace,2015-08-15,0,0,,,,,,,,,,,,,,,,,,,,
37151,341178,Dangerous Company,2015-08-15,0,0,,,,,,,,,,,,,,,,,,,,
37152,457753,The Making of a Superhero Musical,2015-08-15,0,0,,,,,,,,,,,,,,,,,,,,
37153,363687,The Conspiracy Theory Conspiracy,2015-08-15,0,0,,,,,,,,,,,,,,,,,,,,
37154,354686,Snooze Time,2015-08-15,0,0,,,,,,,,,,,,,,,,,,,,
37155,361422,Ever After High: Way Too Wonderland,2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37156,354544,Demetri Martin: Live (At The Time),2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37157,308027,"People, Places, Things",2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37158,310135,Turbo Kid,2015-08-28,0,67132,,,,,,,,,,,,,,,,,,,,
37159,309245,Mistress America,2015-08-14,0,2500431,,,,,,,,,,,,,,,,,,,,
37160,354664,Point B,2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37161,339928,Once I Was a Beehive,2015-08-14,0,732655,,,,,,,,,,,,,,,,,,,,
37162,354546,The Lost Key,2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37163,253406,"10,000 Saints",2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37164,257444,The Boy,2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37165,323435,One & Two,2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37166,324245,7 Chinese Brothers,2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37167,284674,Air,2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37168,351043,Amnesiac,2015-08-14,3000000,0,,,,,,,,,,,,,,,,,,,,
37169,364443,Dry,2015-11-09,0,0,,,,,,,,,,,,,,,,,,,,
37170,332839,Big Sky,2015-08-14,7000000,0,,,,,,,,,,,,,,,,,,,,
37171,340208,Young Americans,2015-08-14,0,0,,,,,,,,,,,,,,,,,,,,
37172,354915,How to Murder Your Wife,2015-08-13,0,0,,,,,,,,,,,,,,,,,,,,
37173,354072,Our Times,2015-11-20,0,0,,,,,,,,,,,,,,,,,,,,
37174,277216,Straight Outta Compton,2015-08-14,28000000,201634991,,,,,,,,,,,,,,,,,,,,
37175,203801,The Man from U.N.C.L.E.,2015-08-14,75000000,108145109,,,,,,,,,,,,,,,,,,,,
37176,427153,Closets,2015-08-13,0,0,,,,,,,,,,,,,,,,,,,,
37177,355518,We Are Blood,2015-08-13,0,0,,,,,,,,,,,,,,,,,,,,
37178,352161,The Clan,2015-10-24,3500000,20381995,,,,,,,,,,,,,,,,,,,,
37179,193687,Z for Zachariah,2015-08-28,0,121461,,,,,,,,,,,,,,,,,,,,
37180,336683,A Date with Miss Fortune,2016-01-29,0,0,,,,,,,,,,,,,,,,,,,,
37181,344539,Rapstar,2015-08-13,0,0,,,,,,,,,,,,,,,,,,,,
37182,355308,Odin's Afterbirth,2015-08-12,0,0,,,,,,,,,,,,,,,,,,,,
37183,345323,Unity,2015-08-12,0,0,,,,,,,,,,,,,,,,,,,,
37184,295830,Attack on Titan,2015-09-30,0,0,,,,,,,,,,,,,,,,,,,,
37185,443201,Loose Ends,2015-08-12,0,0,,,,,,,,,,,,,,,,,,,,
37186,367356,Damien Rice - My Favourite Faded Fantasy Tour,2015-08-12,0,0,,,,,,,,,,,,,,,,,,,,
37187,246133,Entertainment,2015-11-13,0,0,,,,,,,,,,,,,,,,,,,,
37188,451356,Service,2015-08-11,0,0,,,,,,,,,,,,,,,,,,,,
37189,409144,Idle,2015-08-10,0,0,,,,,,,,,,,,,,,,,,,,
37190,424593,Boris in the Forest,2015-08-09,0,0,,,,,,,,,,,,,,,,,,,,
37191,348630,Garage Sale Mystery: The Wedding Dress,2015-08-09,0,0,,,,,,,,,,,,,,,,,,,,
37192,355473,First Response,2015-08-09,0,0,,,,,,,,,,,,,,,,,,,,
37193,392025,Heroes of the Realm,2015-08-09,0,0,,,,,,,,,,,,,,,,,,,,
37194,470245,Diagonale 2015 Trailer,2015-08-09,0,0,,,,,,,,,,,,,,,,,,,,
37195,470243,Captive Horizon,2015-08-09,0,0,,,,,,,,,,,,,,,,,,,,
37196,470241,Wunderschön und ruhig gelegen,2015-08-09,0,0,,,,,,,,,,,,,,,,,,,,
37197,354271,The Garden,2015-08-08,30000,0,,,,,,,,,,,,,,,,,,,,
37198,408102,2eleven,2015-08-08,0,0,,,,,,,,,,,,,,,,,,,,
37199,540217,Yola Çikmak,2015-08-08,0,0,,,,,,,,,,,,,,,,,,,,
37200,424527,Coup de Grâce,2015-08-08,0,0,,,,,,,,,,,,,,,,,,,,
37201,405778,Three Days In Auschwitz,2015-08-08,0,0,,,,,,,,,,,,,,,,,,,,
37202,373366,Kennedy's Finest,2015-08-08,0,0,,,,,,,,,,,,,,,,,,,,
37203,361995,The Brink,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37204,360617,Jon Stewart Has Left the Building,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37205,316761,Call Me Lucky,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37206,354408,"Gregg Allman Live: Back To Macon, GA",2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37207,353216,Homme Less,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37208,250124,The Diary of a Teenage Girl,2015-08-28,2000000,1477002,,,,,,,,,,,,,,,,,,,,
37209,324308,Steve Jobs: The Man in the Machine,2015-09-04,0,494506,,,,,,,,,,,,,,,,,,,,
37210,366319,Night of the Slasher,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37211,310133,Cop Car,2015-08-07,0,134552,,,,,,,,,,,,,,,,,,,,
37212,338676,Extinction,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37213,361646,Tournament of Death: The Experience,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37214,277546,The Runner,2015-08-07,6000000,0,,,,,,,,,,,,,,,,,,,,
37215,296130,Harbinger Down,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37216,357834,The Algerian,2015-08-07,1,0,,,,,,,,,,,,,,,,,,,,
37217,342502,AWOL-72,2015-08-07,3000000,0,,,,,,,,,,,,,,,,,,,,
37218,621792,Paradise,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37219,374093,Glory 23: Las Vegas,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37220,339562,To the Fore,2015-08-07,0,0,,,,,,,,,,,,,,,,,,,,
37221,293646,The 33,2015-11-09,25000000,24902723,,,,,,,,,,,,,,,,,,,,
37222,381108,Raven's Touch,2015-08-06,200000,0,,,,,,,,,,,,,,,,,,,,
37223,353408,Normal Doors,2015-08-06,0,0,,,,,,,,,,,,,,,,,,,,
37224,353267,Fire Twister,2015-08-06,0,0,,,,,,,,,,,,,,,,,,,,
37225,398084,The Apoplectic Walrus,2015-08-06,0,0,,,,,,,,,,,,,,,,,,,,
37226,346646,Veteran,2015-09-18,7528230,87970000,,,,,,,,,,,,,,,,,,,,
37227,257445,Goosebumps,2015-10-16,58000000,158162788,,,,,,,,,,,,,,,,,,,,
37228,344854,The Pack,2016-02-05,0,0,,,,,,,,,,,,,,,,,,,,
37229,330298,The Lady in the Car with Glasses and a Gun,2015-11-30,0,0,,,,,,,,,,,,,,,,,,,,
37230,336265,The Mind's Eye,2015-08-05,0,0,,,,,,,,,,,,,,,,,,,,
37231,166424,Fantastic Four,2015-08-07,120000000,167977596,,,,,,,,,,,,,,,,,,,,
37232,354165,Off The Grid,2015-08-05,0,0,,,,,,,,,,,,,,,,,,,,
37233,358438,Message From Hiroshima,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37234,311291,45 Years,2015-12-23,0,4250507,,,,,,,,,,,,,,,,,,,,
37235,258967,The Creep Behind the Camera,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37236,353430,Alpha and Omega 5: Family Vacation,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37237,352969,Wasp,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37238,349045,Looney Tunes: Rabbits Run,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37239,351868,Appetites,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37240,352988,Dark Moon Rising,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37241,443283,The Optimist,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37242,368594,Sleepy Steve,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
37243,356751,Hood,2015-08-04,0,0,,,,,,,,,,,,,,,,,,,,
